adjudication_instance_id,adjudication_id,incident_id,document_id,event_id,session_type,accused_driver_number,incident_time_raw,event_timezone,clock_lower_utc,clock_upper_utc,possible_accused_laps,possible_lap_count,single_lap_candidate,mapping_basis,known_model_reviewed_lap,known_lap_within_clock_window,clock_mapping_review_status
adjudication-seed-fia-2024-hun-46b193d4af90-01,adj-c05dc23d16515f58,incident-src-c05dc23d16515f58,fia-2024-hun-46b193d4af90,2024-hun,Race,1,16:30,+02:00,2024-07-21T14:30:00+00:00,2024-07-21T14:31:00+00:00,62|63,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-ita-5562671d826a-01,adj-98bfaa1af9372654,incident-src-98bfaa1af9372654,fia-2024-ita-5562671d826a,2024-ita,Race,27,15:09,+02:00,2024-09-01T13:09:00+00:00,2024-09-01T13:10:00+00:00,4|5,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-ita-5774aa14322d-01,adj-f93d1bf0be920795,incident-src-f93d1bf0be920795,fia-2024-ita-5774aa14322d,2024-ita,Race,3,15:04,+02:00,2024-09-01T13:04:00+00:00,2024-09-01T13:05:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-ita-9747ddf1dc7b-01,adj-def027f293e93425,incident-src-def027f293e93425,fia-2024-ita-9747ddf1dc7b,2024-ita,Race,20,15:29,+02:00,2024-09-01T13:29:00+00:00,2024-09-01T13:30:00+00:00,18|19,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-jpn-7c7c61a7ed8e-01,adj-cac143763ee20168,incident-src-cac143763ee20168,fia-2024-jpn-7c7c61a7ed8e,2024-jpn,Race,63,15:52,+09:00,2024-04-07T06:52:00+00:00,2024-04-07T06:53:00+00:00,49|50,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-jpn-9cf103b985c9-01,adj-7a872dc58411ce68,incident-src-7a872dc58411ce68,fia-2024-jpn-9cf103b985c9,2024-jpn,Race,3,14:04,+09:00,2024-04-07T05:04:00+00:00,2024-04-07T05:05:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mco-8f89aba81bd5-01,adj-6ea8c11583ab4051,incident-src-6ea8c11583ab4051,fia-2024-mco-8f89aba81bd5,2024-mco,Race,31,15:04,+02:00,2024-05-26T13:04:00+00:00,2024-05-26T13:05:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mex-11839f036c68-01,adj-90ff433e4a6ee78a,incident-src-90ff433e4a6ee78a,fia-2024-mex-11839f036c68,2024-mex,Race,11,14:33,-06:00,2024-10-27T20:33:00+00:00,2024-10-27T20:34:00+00:00,18|19,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mex-9398d22e8e7e-01,adj-10a8c59210b937e3,incident-src-10a8c59210b937e3,fia-2024-mex-9398d22e8e7e,2024-mex,Race,1,14:20,-06:00,2024-10-27T20:20:00+00:00,2024-10-27T20:21:00+00:00,9|10,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mex-a4340456d96a-01,adj-692b411e9f958d1d,incident-src-692b411e9f958d1d,fia-2024-mex-a4340456d96a,2024-mex,Race,11,14:32,-06:00,2024-10-27T20:32:00+00:00,2024-10-27T20:33:00+00:00,18,1,18,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mex-c52d53ba8a48-01,adj-c66b11904508fc88,incident-src-c66b11904508fc88,fia-2024-mex-c52d53ba8a48,2024-mex,Race,43,15:37,-06:00,2024-10-27T21:37:00+00:00,2024-10-27T21:38:00+00:00,65,1,65,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mex-f2d0b4da1ba3-01,adj-e29345f3745be8dd,incident-src-e29345f3745be8dd,fia-2024-mex-f2d0b4da1ba3,2024-mex,Race,1,14:21,-06:00,2024-10-27T20:21:00+00:00,2024-10-27T20:22:00+00:00,10|11,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mia-429b87bfdb1b-01,adj-4c476899a4894e96,incident-src-4c476899a4894e96,fia-2024-mia-429b87bfdb1b,2024-mia,Race,18,17:25,-04:00,2024-05-05T21:25:00+00:00,2024-05-05T21:26:00+00:00,51|52,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mia-bb1a3715e072-01,adj-1e58e40badf7452a,incident-src-1e58e40badf7452a,fia-2024-mia-bb1a3715e072,2024-mia,Race,20,16:46,-04:00,2024-05-05T20:46:00+00:00,2024-05-05T20:47:00+00:00,27|28,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mia-d65987c13425-01,adj-0e32abe64682f839,incident-src-0e32abe64682f839,fia-2024-mia-d65987c13425,2024-mia,Race,55,17:06,-04:00,2024-05-05T21:06:00+00:00,2024-05-05T21:07:00+00:00,39|40,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mia-54507686b24f-01,adj-662202a5b879f049,incident-src-662202a5b879f049,fia-2024-mia-54507686b24f,2024-mia,Sprint,20,12:18,-04:00,2024-05-04T16:18:00+00:00,2024-05-04T16:19:00+00:00,8|9,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mia-86547ded7d12-01,adj-66a7d8add9666258,incident-group-86e2a514b5312efc,fia-2024-mia-86547ded7d12,2024-mia,Sprint,18,12:03,-04:00,2024-05-04T16:03:00+00:00,2024-05-04T16:04:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mia-a149f4a3c2c5-01,adj-909aa84ac351505f,incident-src-909aa84ac351505f,fia-2024-mia-a149f4a3c2c5,2024-mia,Sprint,20,12:27,-04:00,2024-05-04T16:27:00+00:00,2024-05-04T16:28:00+00:00,14|15,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mia-b115633c9ba0-01,adj-c88d0a0133c58194,incident-group-86e2a514b5312efc,fia-2024-mia-b115633c9ba0,2024-mia,Sprint,14,12:03,-04:00,2024-05-04T16:03:00+00:00,2024-05-04T16:04:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mia-badde45f9141-01,adj-0a015cee0b31ad67,incident-group-86e2a514b5312efc,fia-2024-mia-badde45f9141,2024-mia,Sprint,44,12:03,-04:00,2024-05-04T16:03:00+00:00,2024-05-04T16:04:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2024-mia-feb431961f72-01,adj-2c2dff8fa5835c89,incident-src-2c2dff8fa5835c89,fia-2024-mia-feb431961f72,2024-mia,Sprint,20,12:24,-04:00,2024-05-04T16:24:00+00:00,2024-05-04T16:25:00+00:00,12|13,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-qat-3c549ce8f3dd-01,adj-8cd0b8f0391a2018,incident-src-8cd0b8f0391a2018,fia-2024-qat-3c549ce8f3dd,2024-qat,Race,18,19:04,+03:00,2024-12-01T16:04:00+00:00,2024-12-01T16:05:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2024-qat-ac0687a82537-01,adj-d55cdfc134f24f71,incident-src-d55cdfc134f24f71,fia-2024-qat-ac0687a82537,2024-qat,Race,23,20:14,+03:00,2024-12-01T17:14:00+00:00,2024-12-01T17:15:00+00:00,43,1,43,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-qat-ea0ded916e32-01,adj-244bac6c349c96be,incident-src-244bac6c349c96be,fia-2024-qat-ea0ded916e32,2024-qat,Race,30,19:12,+03:00,2024-12-01T16:12:00+00:00,2024-12-01T16:13:00+00:00,4|5,2,,fia_clock_lap_interval,5,True,algorithmic_pending_human_validation
adjudication-seed-fia-2024-sao-77a08cd10ed4-01,adj-c415a16a0b4f8470,incident-src-c415a16a0b4f8470,fia-2024-sao-77a08cd10ed4,2024-sao,Race,81,13:25,-03:00,2024-11-03T16:25:00+00:00,2024-11-03T16:26:00+00:00,25|26,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-sao-b822c02eabd2-01,adj-dc9490802ee7ddff,incident-src-dc9490802ee7ddff,fia-2024-sao-b822c02eabd2,2024-sao,Race,50,12:55,-03:00,2024-11-03T15:55:00+00:00,2024-11-03T15:56:00+00:00,4,1,4,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-sau-27fea0cbbfa4-01,adj-6d8e823e259176bd,incident-src-6d8e823e259176bd,fia-2024-sau-27fea0cbbfa4,2024-sau,Race,20,20:32,+03:00,2024-03-09T17:32:00+00:00,2024-03-09T17:33:00+00:00,16|17,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-sau-675654dfe88e-01,adj-4b18175e3ab1d349,incident-src-4b18175e3ab1d349,fia-2024-sau-675654dfe88e,2024-sau,Race,20,20:21,+03:00,2024-03-09T17:21:00+00:00,2024-03-09T17:22:00+00:00,9|10,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-usa-1d5ba0527e94-01,adj-780b464e1e0142e6,incident-src-780b464e1e0142e6,fia-2024-usa-1d5ba0527e94,2024-usa,Race,10,14:51,-05:00,2024-10-20T19:51:00+00:00,2024-10-20T19:52:00+00:00,27,1,27,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-usa-2de48d9656fa-01,adj-b0fa781c22c3b3f8,incident-src-b0fa781c22c3b3f8,fia-2024-usa-2de48d9656fa,2024-usa,Race,4,15:32,-05:00,2024-10-20T20:32:00+00:00,2024-10-20T20:33:00+00:00,52|53,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-usa-7a56202d170c-01,adj-607fddba182aaa3f,incident-src-607fddba182aaa3f,fia-2024-usa-7a56202d170c,2024-usa,Race,22,14:51,-05:00,2024-10-20T19:51:00+00:00,2024-10-20T19:52:00+00:00,27,1,27,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-usa-7e333c44293a-01,adj-278d019dd7501a79,incident-src-278d019dd7501a79,fia-2024-usa-7e333c44293a,2024-usa,Race,63,14:27,-05:00,2024-10-20T19:27:00+00:00,2024-10-20T19:28:00+00:00,13,1,13,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-usa-4828e63a6c32-01,adj-649fecee52ee4f6f,incident-src-649fecee52ee4f6f,fia-2024-usa-4828e63a6c32,2024-usa,Sprint,81,13:10,-05:00,2024-10-19T18:10:00+00:00,2024-10-19T18:11:00+00:00,4|5,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2024-usa-9eecf3efc1f8-01,adj-84b5a008e264b8d6,incident-src-84b5a008e264b8d6,fia-2024-usa-9eecf3efc1f8,2024-usa,Sprint,20,13:04,-05:00,2024-10-19T18:04:00+00:00,2024-10-19T18:05:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2024-usa-f7d16a7e6e6e-01,adj-c40383a758a57293,incident-src-c40383a758a57293,fia-2024-usa-f7d16a7e6e6e,2024-usa,Sprint,22,13:24,-05:00,2024-10-19T18:24:00+00:00,2024-10-19T18:25:00+00:00,13,1,13,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-abu-5a289d5d001e-01,adj-c87d6a167a0b882c,incident-src-c87d6a167a0b882c,fia-2025-abu-5a289d5d001e,2025-abu,Race,87,18:30,+04:00,2025-12-07T14:30:00+00:00,2025-12-07T14:31:00+00:00,58,1,58,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-abu-90b14b4ed0c9-01,adj-862c5abf64138d26,incident-src-862c5abf64138d26,fia-2025-abu-90b14b4ed0c9,2025-abu,Race,4,17:37,+04:00,2025-12-07T13:37:00+00:00,2025-12-07T13:38:00+00:00,23,1,23,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-abu-9913dc5c7021-01,adj-e4777c2ca2dcd628,incident-src-e4777c2ca2dcd628,fia-2025-abu-9913dc5c7021,2025-abu,Race,27,17:04,+04:00,2025-12-07T13:04:00+00:00,2025-12-07T13:05:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-abu-9c20002be5b0-01,adj-e6d0642f2d104bf2,incident-src-e6d0642f2d104bf2,fia-2025-abu-9c20002be5b0,2025-abu,Race,10,17:04,+04:00,2025-12-07T13:04:00+00:00,2025-12-07T13:05:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-abu-af797fd2ecc9-01,adj-cdd3611fe7080482,incident-src-cdd3611fe7080482,fia-2025-abu-af797fd2ecc9,2025-abu,Race,18,18:24,+04:00,2025-12-07T14:24:00+00:00,2025-12-07T14:25:00+00:00,54|55,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-abu-bfa018c9c8e1-01,adj-d9617718c7032a69,incident-src-d9617718c7032a69,fia-2025-abu-bfa018c9c8e1,2025-abu,Race,22,17:37,+04:00,2025-12-07T13:37:00+00:00,2025-12-07T13:38:00+00:00,23,1,23,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-aut-1b2cf15490ab-01,adj-dc3cbf1b2175e95d,incident-src-dc3cbf1b2175e95d,fia-2025-aut-1b2cf15490ab,2025-aut,Race,12,15:18,+02:00,2025-06-29T13:18:00+00:00,2025-06-29T13:19:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2025-aut-3666395a2885-01,adj-2197497836f6c46a,incident-src-2197497836f6c46a,fia-2025-aut-3666395a2885,2025-aut,Race,22,15:36,+02:00,2025-06-29T13:36:00+00:00,2025-06-29T13:37:00+00:00,14|15,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-aut-41aebded7db6-01,adj-1651c96225ee4d5c,incident-src-1651c96225ee4d5c,fia-2025-aut-41aebded7db6,2025-aut,Race,22,15:55,+02:00,2025-06-29T13:55:00+00:00,2025-06-29T13:56:00+00:00,30,1,30,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-aut-5f0b9bc97e16-01,adj-f304cec4c251df69,incident-src-f304cec4c251df69,fia-2025-aut-5f0b9bc97e16,2025-aut,Race,43,15:23,+02:00,2025-06-29T13:23:00+00:00,2025-06-29T13:24:00+00:00,3|4,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-aut-a1f29843f018-01,adj-10a1869690dc7622,incident-src-10a1869690dc7622,fia-2025-aut-a1f29843f018,2025-aut,Race,43,16:22,+02:00,2025-06-29T14:22:00+00:00,2025-06-29T14:23:00+00:00,52|53,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-aze-0d1070d6a1c6-01,adj-94d8c357c79994c4,incident-src-94d8c357c79994c4,fia-2025-aze-0d1070d6a1c6,2025-aze,Race,23,15:37,+04:00,2025-09-21T11:37:00+00:00,2025-09-21T11:38:00+00:00,17,1,17,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-bhr-03bfd7816342-01,adj-ccae0d70c41eed34,incident-src-ccae0d70c41eed34,fia-2025-bhr-03bfd7816342,2025-bhr,Race,30,19:12,+03:00,2025-04-13T16:12:00+00:00,2025-04-13T16:13:00+00:00,40|41,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-bhr-732dd8183412-01,adj-f343c8d3c1915d9d,incident-src-f343c8d3c1915d9d,fia-2025-bhr-732dd8183412,2025-bhr,Race,30,18:56,+03:00,2025-04-13T15:56:00+00:00,2025-04-13T15:57:00+00:00,32,1,32,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-bhr-fadfd5ceb9c2-01,adj-55f2f483dc86216e,incident-src-55f2f483dc86216e,fia-2025-bhr-fadfd5ceb9c2,2025-bhr,Race,55,19:05,+03:00,2025-04-13T16:05:00+00:00,2025-04-13T16:06:00+00:00,36|37,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-can-acdc79e65cc6-01,adj-bfdfb2effacad54c,incident-src-bfdfb2effacad54c,fia-2025-can-acdc79e65cc6,2025-can,Race,4,15:27,-04:00,2025-06-15T19:27:00+00:00,2025-06-15T19:28:00+00:00,66|67,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-can-cb1693dfcc0a-01,adj-aafbbe06da3e5c01,incident-src-aafbbe06da3e5c01,fia-2025-can-cb1693dfcc0a,2025-can,Race,18,15:00,-04:00,2025-06-15T19:00:00+00:00,2025-06-15T19:01:00+00:00,44|45,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-chn-795784acfef6-01,adj-8788c51da20ae484,incident-src-8788c51da20ae484,fia-2025-chn-795784acfef6,2025-chn,Race,7,16:17,+08:00,2025-03-23T08:17:00+00:00,2025-03-23T08:18:00+00:00,45,1,45,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-chn-5f2ef54b24c3-01,adj-f73048c90c90fbee,incident-src-f73048c90c90fbee,fia-2025-chn-5f2ef54b24c3,2025-chn,Sprint,7,11:34,+08:00,2025-03-22T03:34:00+00:00,2025-03-22T03:35:00+00:00,19,1,19,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-chn-c6a27ca62eb2-01,adj-00f21170a32794f2,incident-src-00f21170a32794f2,fia-2025-chn-c6a27ca62eb2,2025-chn,Sprint,30,11:10,+08:00,2025-03-22T03:10:00+00:00,2025-03-22T03:11:00+00:00,4|5,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-emi-97ce0e850a70-01,adj-97c5411ec4864978,incident-src-97c5411ec4864978,fia-2025-emi-97ce0e850a70,2025-emi,Race,16,16:30,+02:00,2025-05-18T14:30:00+00:00,2025-05-18T14:31:00+00:00,59|60,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-esp-099b030b67a2-01,adj-412e6ca5aca26ea3,incident-src-412e6ca5aca26ea3,fia-2025-esp-099b030b67a2,2025-esp,Race,1,16:28,+02:00,2025-06-01T14:28:00+00:00,2025-06-01T14:29:00+00:00,60|61,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-esp-0fd436b99af1-01,adj-6df990a2ab7ddf2d,incident-src-6df990a2ab7ddf2d,fia-2025-esp-0fd436b99af1,2025-esp,Race,16,16:28,+02:00,2025-06-01T14:28:00+00:00,2025-06-01T14:29:00+00:00,60|61,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-esp-15cd2122312e-01,adj-413c9757dacacb88,incident-src-413c9757dacacb88,fia-2025-esp-15cd2122312e,2025-esp,Race,87,16:12,+02:00,2025-06-01T14:12:00+00:00,2025-06-01T14:13:00+00:00,50|51,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-esp-34abd90169ab-01,adj-fd11a3e24a70c2a4,incident-src-fd11a3e24a70c2a4,fia-2025-esp-34abd90169ab,2025-esp,Race,30,15:36,+02:00,2025-06-01T13:36:00+00:00,2025-06-01T13:37:00+00:00,24|25,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-esp-45b994ae68b4-01,adj-153a4612c0b20d81,incident-src-153a4612c0b20d81,fia-2025-esp-45b994ae68b4,2025-esp,Race,1,16:28,+02:00,2025-06-01T14:28:00+00:00,2025-06-01T14:29:00+00:00,60|61,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-esp-4693ce9dbdc4-01,adj-479d79e5865e135e,incident-src-479d79e5865e135e,fia-2025-esp-4693ce9dbdc4,2025-esp,Race,23,15:35,+02:00,2025-06-01T13:35:00+00:00,2025-06-01T13:36:00+00:00,23|24,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-esp-8cd31c466963-01,adj-567832bf228e7eb4,incident-src-567832bf228e7eb4,fia-2025-esp-8cd31c466963,2025-esp,Race,1,16:33,+02:00,2025-06-01T14:33:00+00:00,2025-06-01T14:34:00+00:00,64|65,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-esp-f89ab19eeac5-01,adj-6a1ad4e004abe2f1,incident-src-6a1ad4e004abe2f1,fia-2025-esp-f89ab19eeac5,2025-esp,Race,30,15:45,+02:00,2025-06-01T13:45:00+00:00,2025-06-01T13:46:00+00:00,31,1,31,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-gbr-07f4a9af8016-01,adj-e0f8f07ee7a2831d,incident-src-e0f8f07ee7a2831d,fia-2025-gbr-07f4a9af8016,2025-gbr,Race,6,15:41,+01:00,2025-07-06T14:41:00+00:00,2025-07-06T14:42:00+00:00,18,1,18,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-gbr-66f857d6d3d7-01,adj-56c508de2d41940c,incident-src-56c508de2d41940c,fia-2025-gbr-66f857d6d3d7,2025-gbr,Race,22,15:50,+01:00,2025-07-06T14:50:00+00:00,2025-07-06T14:51:00+00:00,22,1,22,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-gbr-b43775ce7468-01,adj-42e27716f0b6e748,incident-src-42e27716f0b6e748,fia-2025-gbr-b43775ce7468,2025-gbr,Race,31,16:27,+01:00,2025-07-06T15:27:00+00:00,2025-07-06T15:28:00+00:00,43,1,43,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-gbr-bde5afff8b9e-01,adj-73480aa892b4963c,incident-src-73480aa892b4963c,fia-2025-gbr-bde5afff8b9e,2025-gbr,Race,87,16:27,+01:00,2025-07-06T15:27:00+00:00,2025-07-06T15:28:00+00:00,43,1,43,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-hun-3fbd14c36cd7-01,adj-4fb7700e0eacd773,incident-src-4fb7700e0eacd773,fia-2025-hun-3fbd14c36cd7,2025-hun,Race,10,16:27,+02:00,2025-08-03T14:27:00+00:00,2025-08-03T14:28:00+00:00,61,1,61,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-hun-cafb664d4278-01,adj-6a67a6327b949573,incident-src-6a67a6327b949573,fia-2025-hun-cafb664d4278,2025-hun,Race,22,16:10,+02:00,2025-08-03T14:10:00+00:00,2025-08-03T14:11:00+00:00,48|49,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-hun-f1ff0743742b-01,adj-f09cc8aab8d224ac,incident-src-f09cc8aab8d224ac,fia-2025-hun-f1ff0743742b,2025-hun,Race,1,15:42,+02:00,2025-08-03T13:42:00+00:00,2025-08-03T13:43:00+00:00,28|29,2,,fia_clock_lap_interval,29,True,algorithmic_pending_human_validation
adjudication-seed-fia-2025-ita-3a096d05b5d9-01,adj-c1ca0f988c06f7ac,incident-src-c1ca0f988c06f7ac,fia-2025-ita-3a096d05b5d9,2025-ita,Race,31,15:05,+02:00,2025-09-07T13:05:00+00:00,2025-09-07T13:06:00+00:00,1|2,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-ita-9d19bb5350fc-01,adj-c3132170cde7b7cf,incident-src-c3132170cde7b7cf,fia-2025-ita-9d19bb5350fc,2025-ita,Race,87,15:59,+02:00,2025-09-07T13:59:00+00:00,2025-09-07T14:00:00+00:00,40,1,40,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-lvs-462a2bce3a3a-01,adj-4762dd05c67569c8,incident-src-4762dd05c67569c8,fia-2025-lvs-462a2bce3a3a,2025-lvs,Race,5,20:04,-08:00,2025-11-23T04:04:00+00:00,2025-11-23T04:05:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2025-lvs-930d412442e7-01,adj-2c6f2f495e380077,incident-src-2c6f2f495e380077,fia-2025-lvs-930d412442e7,2025-lvs,Race,30,20:04,-08:00,2025-11-23T04:04:00+00:00,2025-11-23T04:05:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2025-lvs-9874a99bc7cd-01,adj-3970a605781c9f8e,incident-src-3970a605781c9f8e,fia-2025-lvs-9874a99bc7cd,2025-lvs,Race,23,20:26,-08:00,2025-11-23T04:26:00+00:00,2025-11-23T04:27:00+00:00,13|14,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-mco-637ae2b682ba-01,adj-bcb17f8b041a82e3,incident-src-bcb17f8b041a82e3,fia-2025-mco-637ae2b682ba,2025-mco,Race,63,16:07,+02:00,2025-05-25T14:07:00+00:00,2025-05-25T14:08:00+00:00,48,1,48,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-mco-b201d5cbcdc6-01,adj-7d5059e7588e17a9,incident-src-7d5059e7588e17a9,fia-2025-mco-b201d5cbcdc6,2025-mco,Race,10,15:14,+02:00,2025-05-25T13:14:00+00:00,2025-05-25T13:15:00+00:00,7|8,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-mex-47fc1c3a7137-01,adj-29e0c768f162cabc,incident-src-29e0c768f162cabc,fia-2025-mex-47fc1c3a7137,2025-mex,Race,44,14:10,-06:00,2025-10-26T20:10:00+00:00,2025-10-26T20:11:00+00:00,5|6,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-mex-f947a135cd58-01,adj-dba46fa3ca5c210c,incident-src-dba46fa3ca5c210c,fia-2025-mex-f947a135cd58,2025-mex,Race,44,14:10,-06:00,2025-10-26T20:10:00+00:00,2025-10-26T20:11:00+00:00,5|6,2,,fia_clock_lap_interval,6,True,algorithmic_pending_human_validation
adjudication-seed-fia-2025-mia-2fbe65f9cac5-01,adj-cc7aa990ebfcb644,incident-src-cc7aa990ebfcb644,fia-2025-mia-2fbe65f9cac5,2025-mia,Race,44,17:33,-04:00,2025-05-04T21:33:00+00:00,2025-05-04T21:34:00+00:00,57,1,57,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-mia-45845998ca54-01,adj-324b4967a8663b58,incident-src-324b4967a8663b58,fia-2025-mia-45845998ca54,2025-mia,Race,55,17:33,-04:00,2025-05-04T21:33:00+00:00,2025-05-04T21:34:00+00:00,57,1,57,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-mia-257f8720a641-01,adj-5fb4a92076f8efba,incident-src-5fb4a92076f8efba,fia-2025-mia-257f8720a641,2025-mia,Sprint,30,12:54,-04:00,2025-05-03T16:54:00+00:00,2025-05-03T16:55:00+00:00,14,1,14,fia_clock_lap_interval,,,algorithmic_pending_human_validation
