adjudication_instance_id,adjudication_id,incident_id,document_id,event_id,session_type,incident_family,accused_driver_number,affected_driver_numbers,location_model_reviewed,lap_model_reviewed,incident_lap_candidate,incident_lap_basis,incident_lap_window_min,incident_lap_window_max,possible_accused_laps,clock_lower_utc,clock_upper_utc,clock_mapping_basis,referral_episode_id,referral_link_status,referral_link_score,message_lap_upper_bound,message_lap_last,race_control_process_statuses,race_control_messages_json,first_lap_candidate,wet_track_candidate,safety_car_restart_candidate,attacker_line_candidate,overlap_candidate,corner_phase_candidate,control_error_candidate,context_evidence_json,context_review_status,timing_review_status,context_reviewer_id,context_reviewed_at,context_review_notes,guideline_regime,outcome_family,penalty_seconds,penalty_points,grid_places,fault_language,match_incident_key,sanction_outcome,fault_conditioned_group_size,conditional_analysis_status
adjudication-seed-fia-2024-chn-e03c15c85429-01,adj-a3a2dc88b46fb907,incident-src-a3a2dc88b46fb907,fia-2024-chn-e03c15c85429,2024-chn,Race,causing_collision,18,3,Turn 14,,,unresolved,26,27,26|27,2024-04-21T07:51:00+00:00,2024-04-21T07:52:00+00:00,fia_clock_lap_interval,referral-9c8afbecf39abe74,high_confidence_algorithmic,15.0,28.0,34.0,noted|investigation|sanction_announced,"[""TURN 14 INCIDENT INVOLVING CARS 18 (STR) AND 3 (RIC) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 18 (STR) AND 3 (RIC) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 18 (STR) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,10,2,,predominantly_to_blame,referral-9c8afbecf39abe74,True,14,descriptive_pending_human_review
adjudication-seed-fia-2024-ita-9747ddf1dc7b-01,adj-def027f293e93425,incident-src-def027f293e93425,fia-2024-ita-9747ddf1dc7b,2024-ita,Race,causing_collision,20,10,Turn 4,,,unresolved,18,19,18|19,2024-09-01T13:29:00+00:00,2024-09-01T13:30:00+00:00,fia_clock_lap_interval,referral-4a82c37c938fc223,high_confidence_algorithmic,15.0,19.0,25.0,noted|investigation|sanction_announced,"[""TURN 4 INCIDENT INVOLVING CARS 20 (MAG) AND 10 (GAS) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 20 (MAG) AND 10 (GAS) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 20 (MAG) - CAUSING A COLLISION""]",False,False,False,inside,unknown,unknown,False,"{""attacker_line"": [""On the approach to Turn 4, Car 20 attempted to overtake Car 10 on the inside.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,10,2,,wholly_to_blame,referral-4a82c37c938fc223,True,14,descriptive_pending_human_review
adjudication-seed-fia-2024-mex-c52d53ba8a48-01,adj-c66b11904508fc88,incident-src-c66b11904508fc88,fia-2024-mex-c52d53ba8a48,2024-mex,Race,causing_collision,43,30,"Turns 2, 1",,65,fia_incident_clock_single_lap_interval,65,65,65,2024-10-27T21:37:00+00:00,2024-10-27T21:38:00+00:00,fia_clock_lap_interval,referral-353f20b08f4eabf0,ambiguous_pending_review,8.0,71.0,71.0,sanction_announced,"[""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 43 (COL) - CAUSING A COLLISION""]",False,False,False,outside,alongside,apex,False,"{""attacker_line"": [""Colapinto was attempting to overtake on the outside of Lawson at Turn 1.""], ""corner_phase"": [""He was not quite fully alongside at the apex and through the exit and was thus not “entitled” to racing room at the exit."", ""Lawson gave Colapinto room at the apex of Turn 2.""], ""overlap"": [""He was not quite fully alongside at the apex and through the exit and was thus not “entitled” to racing room at the exit.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,10,2,,predominantly_to_blame,incident-src-c66b11904508fc88,True,14,descriptive_pending_human_review
adjudication-seed-fia-2024-sao-77a08cd10ed4-01,adj-c415a16a0b4f8470,incident-src-c415a16a0b4f8470,fia-2024-sao-77a08cd10ed4,2024-sao,Race,causing_collision,81,30,Turn 1,,,unresolved,25,26,25|26,2024-11-03T16:25:00+00:00,2024-11-03T16:26:00+00:00,fia_clock_lap_interval,referral-56f9042ef5b6a732,high_confidence_algorithmic,14.0,27.0,33.0,noted|investigation|sanction_announced,"[""TURN 1 INCIDENT INVOLVING CARS 81 (PIA) AND 30 (LAW) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 81 (PIA) AND 30 (LAW) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 81 (PIA) - CAUSING A COLLISION"", ""TURN 1 INCIDENT INVOLVING CARS 44 (HAM) AND 30 (LAW) NOTED - CAUSING A COLLISION""]",False,False,False,inside,unknown,unknown,False,"{""attacker_line"": [""The driver of car 81 did not reach the point as required by the Driving Standard Guidelines to be entitled to room on the inside.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,10,2,,wholly_to_blame,referral-56f9042ef5b6a732,True,14,descriptive_pending_human_review
adjudication-seed-fia-2025-aut-1b2cf15490ab-01,adj-dc3cbf1b2175e95d,incident-src-dc3cbf1b2175e95d,fia-2025-aut-1b2cf15490ab,2025-aut,Race,causing_collision,12,1|30,Turn 3,1,1,model_reviewed_source_or_timing,1,1,1,2025-06-29T13:18:00+00:00,2025-06-29T13:19:00+00:00,fia_clock_lap_interval,referral-5dcd77f0eab66ae4,candidate_pending_review,11.0,3.0,4.0,noted|post_session_investigation,"[""TURN 3 INCIDENT INVOLVING CARS 12 (ANT) AND 1 (VER) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 12 (ANT) AND 1 (VER) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",True,False,False,inside,unknown,unknown,False,"{""attacker_line"": [""Taking evasive action led to the car having less grip on the dirty inside line and therefore he was not able to decelerate the car in a way to avoid the collision with Car 1.""], ""first_lap"": [""The Stewards determine that, although the incident happened in Lap 1, no other cars influenced the incident and the driver of Car 12 is fully at fault."", ""Therefore the more lenient approach to judging Lap 1 incidents has not been applied in this case.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,grid_penalty,,2,3,wholly_to_blame,referral-5dcd77f0eab66ae4,True,7,descriptive_pending_human_review
adjudication-seed-fia-2025-aut-41aebded7db6-01,adj-1651c96225ee4d5c,incident-src-1651c96225ee4d5c,fia-2025-aut-41aebded7db6,2025-aut,Race,causing_collision,22,43,Turn 4,,30,fia_incident_clock_single_lap_interval,30,30,30,2025-06-29T13:55:00+00:00,2025-06-29T13:56:00+00:00,fia_clock_lap_interval,referral-f8ec31dc5b84851c,high_confidence_algorithmic,15.0,32.0,33.0,noted|investigation|sanction_announced,"[""TURN 4 INCIDENT INVOLVING CARS 22 (TSU) AND 43 (COL) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 22 (TSU) AND 43 (COL) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION""]",False,False,False,inside,front_axle_ahead,apex,False,"{""attacker_line"": [""Car 22 attempted an overtake on the inside on Car 43 into Turn 4 and both cars collided after the apex.""], ""corner_phase"": [""Car 22 attempted an overtake on the inside on Car 43 into Turn 4 and both cars collided after the apex.""], ""overlap"": [""The Stewards determine that the driver of Car 22 was fully at fault as the front axle of Car 22 never got ahead of the mirrors of Car 43 before the collision.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,time_penalty,10,2,,wholly_to_blame,referral-f8ec31dc5b84851c,True,7,descriptive_pending_human_review
adjudication-seed-fia-2025-aze-0d1070d6a1c6-01,adj-94d8c357c79994c4,incident-src-94d8c357c79994c4,fia-2025-aze-0d1070d6a1c6,2025-aze,Race,causing_collision,23,43,Turn 5,,17,fia_incident_clock_single_lap_interval,17,17,17,2025-09-21T11:37:00+00:00,2025-09-21T11:38:00+00:00,fia_clock_lap_interval,referral-8fb16f079cf7e00b,high_confidence_algorithmic,15.0,19.0,19.0,noted|investigation|sanction_announced,"[""TURN 5 INCIDENT INVOLVING CARS 23 (ALB) AND 43 (COL) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 5 INCIDENT INVOLVING CARS 23 (ALB) AND 43 (COL) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 23 (ALB) - CAUSING A COLLISION""]",False,False,False,inside,unknown,unknown,False,"{""attacker_line"": [""Entering Turn 5 Car 23 attempted to overtake Car 43 on the inside however did not have his front axle level with the mirror of Car 43, Car 43 was in control and taking the normal racing line, therefore Car 23 did not have the right to the corner and accordingly was wholly responsible for the collision.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,time_penalty,10,2,,wholly_to_blame,referral-8fb16f079cf7e00b,True,7,descriptive_pending_human_review
adjudication-seed-fia-2025-can-acdc79e65cc6-01,adj-bfdfb2effacad54c,incident-src-bfdfb2effacad54c,fia-2025-can-acdc79e65cc6,2025-can,Race,causing_collision,4,81,,,,unresolved,66,67,66|67,2025-06-15T19:27:00+00:00,2025-06-15T19:28:00+00:00,fia_clock_lap_interval,referral-f49e8069307abb3e,candidate_pending_review,11.0,70.0,70.0,noted|post_session_investigation,"[""START/FINISH STRAIGHT INCIDENT INVOLVING CARS 4 (NOR) AND 81 (PIA) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: START/FINISH STRAIGHT INCIDENT INVOLVING CARS 4 (NOR) AND 81 (PIA) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,time_penalty,5,,,wholly_to_blame,referral-f49e8069307abb3e,True,7,descriptive_pending_human_review
adjudication-seed-fia-2025-chn-5f2ef54b24c3-01,adj-f73048c90c90fbee,incident-src-f73048c90c90fbee,fia-2025-chn-5f2ef54b24c3,2025-chn,Sprint,causing_collision,7,5,Turn 14,,19,fia_incident_clock_single_lap_interval,19,19,19,2025-03-22T03:34:00+00:00,2025-03-22T03:35:00+00:00,fia_clock_lap_interval,referral-80b7ad494889ee19,high_confidence_algorithmic,13.0,19.0,19.0,noted|investigation,"[""TURN 14 INCIDENT INVOLVING CARS 7 (DOO) AND 5 (BOR) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 7 (DOO) AND 5 (BOR) UNDER INVESTIGATION - CAUSING A COLLISION""]",False,False,False,inside,unknown,apex,False,"{""attacker_line"": [""DOO attempted to overtake BOR on the inside of turn 14 but locked up at the apex of the corner and collided with BOR.""], ""corner_phase"": [""DOO attempted to overtake BOR on the inside of turn 14 but locked up at the apex of the corner and collided with BOR."", ""Secondly, applying the Driving Standards Guidelines, DOO did not have the right to the corner at the apex and should have backed off – here, because of the speed at which he approached the corner for the overtake and the resulting lockup and understeer, a collision was caused, for which DOO was predominantly to blame.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,time_penalty,10,2,,predominantly_to_blame,referral-80b7ad494889ee19,True,2,descriptive_pending_human_review
adjudication-seed-fia-2025-hun-3fbd14c36cd7-01,adj-4fb7700e0eacd773,incident-src-4fb7700e0eacd773,fia-2025-hun-3fbd14c36cd7,2025-hun,Race,causing_collision,10,55,Turn 4,,61,fia_incident_clock_single_lap_interval,61,61,61,2025-08-03T14:27:00+00:00,2025-08-03T14:28:00+00:00,fia_clock_lap_interval,referral-da5b6ae5cfb3c8a1,high_confidence_algorithmic,13.0,64.0,67.0,noted|investigation|sanction_announced,"[""TURN 2 INCIDENT INVOLVING CARS 10 (GAS) AND 55 (SAI) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 10 (GAS) AND 55 (SAI) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 10 (GAS) - CAUSING A COLLISION""]",False,False,False,outside,front_axle_ahead,apex,False,"{""attacker_line"": [""Car 55 attempted an overtake on the outside on Car 10 into Turn 4.""], ""corner_phase"": [""Car 55 had its front axle ahead of the front axle of Car 10 at the apex and therefore had the right to the racing line according to the Driving Standard Guidelines.""], ""overlap"": [""Car 55 had its front axle ahead of the front axle of Car 10 at the apex and therefore had the right to the racing line according to the Driving Standard Guidelines.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,time_penalty,10,2,,wholly_to_blame,referral-da5b6ae5cfb3c8a1,True,7,descriptive_pending_human_review
adjudication-seed-fia-2025-ita-9d19bb5350fc-01,adj-c3132170cde7b7cf,incident-src-c3132170cde7b7cf,fia-2025-ita-9d19bb5350fc,2025-ita,Race,causing_collision,87,55,Turn 4,,40,fia_incident_clock_single_lap_interval,40,40,40,2025-09-07T13:59:00+00:00,2025-09-07T14:00:00+00:00,fia_clock_lap_interval,referral-05462a009b963b4e,high_confidence_algorithmic,13.0,42.0,46.0,noted|investigation|sanction_announced,"[""TURN 5 INCIDENT INVOLVING CARS 55 (SAI) AND 87 (BEA) NOTED"", ""FIA STEWARDS: TURN 5 INCIDENT INVOLVING CARS 87 (BEA) AND 55 (SAI) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 87 (BEA) - CAUSING A COLLISION""]",False,False,False,ambiguous_both_lines_mentioned,front_axle_ahead,apex,False,"{""attacker_line"": [""The driver of Car 87 defended his position on the inside instead of giving up the position and caused the collision."", ""Car 55 attempted to overtake Car 87 on the outside into Turn 4 and had its front axle ahead of the front axle of Car 87 at the apex, thereby earning the right to the racing line.""], ""corner_phase"": [""Car 55 attempted to overtake Car 87 on the outside into Turn 4 and had its front axle ahead of the front axle of Car 87 at the apex, thereby earning the right to the racing line.""], ""overlap"": [""Car 55 attempted to overtake Car 87 on the outside into Turn 4 and had its front axle ahead of the front axle of Car 87 at the apex, thereby earning the right to the racing line.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,time_penalty,10,2,,predominantly_to_blame,referral-05462a009b963b4e,True,2,descriptive_pending_human_review
adjudication-seed-fia-2025-mia-2fbe65f9cac5-01,adj-cc7aa990ebfcb644,incident-src-cc7aa990ebfcb644,fia-2025-mia-2fbe65f9cac5,2025-mia,Race,causing_collision,44,55,Turn 17,,57,fia_incident_clock_single_lap_interval,57,57,57,2025-05-04T21:33:00+00:00,2025-05-04T21:34:00+00:00,fia_clock_lap_interval,referral-6fc136acc0b9e3a0,high_confidence_algorithmic,13.0,57.0,57.0,noted|post_session_investigation,"[""TURN 17 INCIDENT INVOLVING CARS 44 (HAM) AND 55 (SAI) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 17 INCIDENT INVOLVING CARS 44 (HAM) AND 55 (SAI) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",False,False,False,inside,unknown,apex,False,"{""attacker_line"": [""Car 55 attempted an overtake on the inside of Car 44 into Turn 17 and both cars made contact at the apex.""], ""corner_phase"": [""Car 55 attempted an overtake on the inside of Car 44 into Turn 17 and both cars made contact at the apex.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,no_further_action,,,,shared_fault,referral-6fc136acc0b9e3a0,False,2,descriptive_pending_human_review
adjudication-seed-fia-2025-mia-45845998ca54-01,adj-324b4967a8663b58,incident-src-324b4967a8663b58,fia-2025-mia-45845998ca54,2025-mia,Race,causing_collision,55,44,Turn 17,,57,fia_incident_clock_single_lap_interval,57,57,57,2025-05-04T21:33:00+00:00,2025-05-04T21:34:00+00:00,fia_clock_lap_interval,referral-6fc136acc0b9e3a0,high_confidence_algorithmic,13.0,57.0,57.0,noted|post_session_investigation,"[""TURN 17 INCIDENT INVOLVING CARS 44 (HAM) AND 55 (SAI) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 17 INCIDENT INVOLVING CARS 44 (HAM) AND 55 (SAI) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",False,False,False,inside,unknown,apex,False,"{""attacker_line"": [""Car 55 attempted an overtake on the inside of Car 44 into Turn 17 and both cars made contact at the apex.""], ""corner_phase"": [""Car 55 attempted an overtake on the inside of Car 44 into Turn 17 and both cars made contact at the apex.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,no_further_action,,,,shared_fault,referral-6fc136acc0b9e3a0,False,2,descriptive_pending_human_review
adjudication-seed-fia-2025-mia-257f8720a641-01,adj-5fb4a92076f8efba,incident-src-5fb4a92076f8efba,fia-2025-mia-257f8720a641,2025-mia,Sprint,causing_collision,30,14,"Turns 12, 11",,14,fia_incident_clock_single_lap_interval,14,14,14,2025-05-03T16:54:00+00:00,2025-05-03T16:55:00+00:00,fia_clock_lap_interval,referral-b7a7e983f39b483b,candidate_pending_review,11.0,16.0,16.0,noted,"[""TURN 12 INCIDENT INVOLVING CARS 30 (LAW) AND 14 (ALO) NOTED - CAUSING A COLLISION""]",False,False,False,outside,ambiguous,apex,False,"{""attacker_line"": [""Car 30 was attempting an overtake on the outside of Car 14 into Turn 11.""], ""corner_phase"": [""Although being able to pull fully alongside, the front axle of Car 30 was not ahead of the front axle of Car 14 at the apex as required per the Driving Standards Guidelines.""], ""overlap"": [""Although being able to pull fully alongside, the front axle of Car 30 was not ahead of the front axle of Car 14 at the apex as required per the Driving Standards Guidelines."", ""Although being able to pull fully alongside, the front axle of Car 30 was not ahead of the front axle of Car 14 at the apex as required per the Driving Standards Guidelines.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,time_penalty,5,1,,predominantly_to_blame,referral-b7a7e983f39b483b,True,2,descriptive_pending_human_review
adjudication-seed-fia-2025-sao-06b73ba655ed-01,adj-7f13cd0ba94d7090,incident-src-7f13cd0ba94d7090,fia-2025-sao-06b73ba655ed,2025-sao,Race,causing_collision,22,18,Turn 8,6,6,model_reviewed_source_or_timing,5,6,5|6,2025-11-09T17:12:00+00:00,2025-11-09T17:13:00+00:00,fia_clock_lap_interval,referral-9cd85ab0e35ccaec,high_confidence_algorithmic,15.0,10.0,12.0,noted|investigation|sanction_announced,"[""TURN 8 INCIDENT INVOLVING CARS 22 (TSU) AND 18 (STR) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 8 INCIDENT INVOLVING CARS 22 (TSU) AND 18 (STR) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION""]",False,False,False,inside,unknown,unknown,False,"{""attacker_line"": [""On lap 6, Car 22 (TSU) approached Turn 8 carrying much more speed than the cars ahead, closed up on the inside behind Car 18 (STR), and made contact with the rear of that car, causing a collision and forcing Car 18 into a spin.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,time_penalty,10,2,,wholly_to_blame,referral-9cd85ab0e35ccaec,True,7,descriptive_pending_human_review
adjudication-seed-fia-2025-sao-8b59704b34d7-01,adj-ae58e3cecb00d019,incident-src-ae58e3cecb00d019,fia-2025-sao-8b59704b34d7,2025-sao,Race,causing_collision,44,43,Turn 15,2,2,model_reviewed_source_or_timing,1,2,1|2,2025-11-09T17:04:00+00:00,2025-11-09T17:05:00+00:00,fia_clock_lap_interval,referral-6ad7e4165a21d44e,high_confidence_algorithmic,15.0,16.0,36.0,noted|investigation|sanction_announced,"[""TURN 15 INCIDENT INVOLVING CARS 44 (HAM) AND 43 (COL) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 44 (HAM) AND 43 (COL) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 44 (HAM) - CAUSING A COLLISION"", ""FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 44 (HAM) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,time_penalty,5,1,,wholly_to_blame,referral-6ad7e4165a21d44e,True,7,descriptive_pending_human_review
adjudication-seed-fia-2025-usa-1f9064819192-01,adj-d1735787a6532540,incident-src-d1735787a6532540,fia-2025-usa-1f9064819192,2025-usa,Race,causing_collision,55,12,Turn 15,,6,fia_incident_clock_single_lap_interval,6,6,6,2025-10-19T19:13:00+00:00,2025-10-19T19:14:00+00:00,fia_clock_lap_interval,referral-9ee5a096989b8230,high_confidence_algorithmic,13.0,8.0,9.0,noted|post_session_investigation,"[""TURN 15 INCIDENT INVOLVING CARS 12 (ANT) AND 55 (SAI) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 12 (ANT) AND 55 (SAI) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",False,False,False,unknown,ambiguous,apex,False,"{""corner_phase"": [""Car 55 attempted an inside overtake on Car 12 at Turn 15 and a collision between the two cars occurred at the apex."", ""The driver of Car 55 maintained that he had expected the driver of Car 12 to leave him space at the apex but Car 12 turned in early and Car 55 locked brakes when it became clear that a collision was unavoidable."", ""However, at no point prior to the apex was the front axle of Car 55 alongside or ahead of the mirror of Car 12."", ""Therefore, according to the Driving Standards Guidelines, Car 55 had not earned a right to be left space at the apex.""], ""overlap"": [""However, at no point prior to the apex was the front axle of Car 55 alongside or ahead of the mirror of Car 12."", ""However, at no point prior to the apex was the front axle of Car 55 alongside or ahead of the mirror of Car 12.""]}",machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,grid_penalty,,2,5,predominantly_to_blame,referral-9ee5a096989b8230,True,2,descriptive_pending_human_review
adjudication-seed-fia-2025-usa-e36053ba7969-01,adj-671ecdc75433b5c4,incident-src-671ecdc75433b5c4,fia-2025-usa-e36053ba7969,2025-usa,Sprint,causing_collision,18,31,Turn 1,,,unresolved,15,16,15|16,2025-10-18T17:32:00+00:00,2025-10-18T17:33:00+00:00,fia_clock_lap_interval,referral-1e360c2dff8943be,high_confidence_algorithmic,13.0,18.0,18.0,noted,"[""TURN 1 INCIDENT INVOLVING CARS 31 (OCO) AND 18 (STR) NOTED - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,public_driving_and_penalty_guidelines,grid_penalty,,2,5,wholly_to_blame,referral-1e360c2dff8943be,True,1,descriptive_pending_human_review
